# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/N/slate/amsaini/reference_genome/hsa.gff3" "-t" "miRNA,miRNA_primary_transcript" "-g" "Name" "-o" "/N/slate/amsaini/assignment_2/counts/all_samples_miRNA_count.txt" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam" "/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269872_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269873_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269874_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269875_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269876_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269877_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269878_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269879_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269880_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269881_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269882_sorted.bam	/N/slate/amsaini/assignment_2/bowtie_sam/bam_files/SRR22269883_sorted.bam
hsa-miR-6737-5p	chr1	153962395	153962415	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6737-3p	chr1	153962351	153962372	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5698	chr1	154104521	154104592	-	72	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-5698	chr1	154104562	154104583	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-190b	chr1	154193665	154193743	-	79	0	0	0	0	2	1	2	0	1	0	0	0
hsa-miR-190b-5p	chr1	154193712	154193733	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190b-3p	chr1	154193676	154193696	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4258	chr1	154975693	154975783	+	91	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4258	chr1	154975703	154975719	+	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-92b	chr1	155195177	155195272	+	96	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-92b-5p	chr1	155195196	155195217	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-92b-3p	chr1	155195237	155195258	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-555	chr1	155346350	155346445	-	96	0	2	0	0	0	0	0	0	0	2	0	0
hsa-miR-555	chr1	155346365	155346385	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6738	chr1	155951273	155951336	-	64	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6738-5p	chr1	155951309	155951331	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6738-3p	chr1	155951273	155951296	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-9-1	chr1	156420341	156420429	-	89	1	0	0	0	3	0	0	0	0	0	1	0
hsa-miR-9-5p	chr1;chr15;chr5	156420392;89368032;88666902	156420414;89368054;88666924	-;+;-	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9-3p	chr1;chr15;chr5	156420354;89368071;88666866	156420375;89368092;88666887	-;+;-	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-765	chr1	156936131	156936244	-	114	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-765	chr1	156936156	156936176	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4259	chr1	159899979	159900079	-	101	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4259	chr1	159899989	159900010	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5187	chr1	161227186	161227261	+	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5187-5p	chr1	161227195	161227216	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5187-3p	chr1	161227237	161227257	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4654	chr1	162157107	162157182	+	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4654	chr1	162157116	162157137	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-556	chr1	162342546	162342640	+	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-556-5p	chr1	162342561	162342582	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-556-3p	chr1	162342600	162342621	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3658	chr1	165907921	165907976	+	56	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-3658	chr1	165907923	165907944	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-921	chr1	166154743	166154798	-	56	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-921	chr1	166154773	166154797	-	25	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1255b-2	chr1	167998660	167998726	+	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255b-5p	chr1;chr4	167998665;36426405	167998686;36426426	+;-	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255b-2-3p	chr1	167998699	167998720	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-557	chr1	168375524	168375621	+	98	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-557	chr1	168375584	168375606	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3119-1	chr1	170151378	170151462	-	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3119	chr1;chr1	170151386;170151435	170151405;170151454	+;-	40	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3119-2	chr1	170151378	170151462	+	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1295a	chr1	171101728	171101806	-	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295a	chr1	171101738	171101758	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1295b	chr1	171101739	171101798	+	60	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-5p	chr1	171101739	171101759	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-3p	chr1	171101777	171101798	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-214	chr1	172138798	172138907	-	110	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-214-5p	chr1	172138857	172138878	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-214-3p	chr1	172138816	172138837	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3120	chr1	172138808	172138888	+	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-3p	chr1	172138858	172138878	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-5p	chr1	172138820	172138840	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-199a-2	chr1	172144535	172144644	-	110	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-5p	chr1;chr19	172144592;10817469	172144614;10817491	-;-	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-3p	chr1;chr19	172144554;10817429	172144575;10817450	-;-	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1843	chr1	175968370	175968479	-	110	139	114	196	76	139	38	53	128	88	59	42	21
hsa-miR-1843	chr1	175968440	175968459	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-488	chr1	177029363	177029445	-	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-488-5p	chr1	177029412	177029432	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-488-3p	chr1	177029374	177029394	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4424	chr1	178677749	178677834	+	86	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4424	chr1	178677763	178677784	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-12116	chr1	179803924	179804025	+	102	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-12116	chr1	179803938	179803959	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3121	chr1	180438314	180438390	-	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-3p	chr1	180438323	180438344	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-5p	chr1	180438358	180438379	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4426	chr1	192716328	192716390	+	63	1	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-4426	chr1	192716333	192716349	+	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1278	chr1	193136503	193136583	+	81	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-1278	chr1	193136552	193136573	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4735	chr1	196582413	196582481	-	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-5p	chr1	196582453	196582474	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-3p	chr1	196582417	196582437	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-181b-1	chr1	198858873	198858982	-	110	1	0	0	0	1	0	0	2	0	1	0	0
hsa-miR-181b-5p	chr1;chr9	198858925;124693725	198858947;124693747	-;+	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-3p	chr1	198858887	198858907	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-181a-1	chr1	198859044	198859153	-	110	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-181a-5p	chr1;chr9	198859108;124692480	198859130;124692502	-;+	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-3p	chr1	198859069	198859090	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5191	chr1	201719508	201719627	+	120	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5191	chr1	201719579	201719600	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1231	chr1	201808611	201808702	+	92	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-1231	chr1	201808615	201808634	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6739	chr1	201863373	201863447	+	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6739-5p	chr1	201863378	201863399	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6739-3p	chr1	201863427	201863447	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6740	chr1	202003124	202003236	+	113	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6740-5p	chr1	202003129	202003150	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6740-3p	chr1	202003215	202003236	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135b	chr1	205448302	205448398	-	97	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-135b-5p	chr1	205448361	205448383	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-3p	chr1	205448323	205448344	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6769b	chr1	206474803	206474864	+	62	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769b-5p	chr1	206474808	206474830	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769b-3p	chr1	206474844	206474864	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-29c	chr1	207801852	207801939	-	88	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29c-5p	chr1	207801903	207801924	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29c-3p	chr1	207801865	207801886	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-29b-2	chr1	207802443	207802523	-	81	0	2	0	3	0	0	0	1	1	0	0	1
hsa-miR-29b-3p	chr1;chr7	207802450;130877467	207802472;130877489	-;-	46	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29b-2-5p	chr1	207802492	207802513	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-205	chr1	209432133	209432242	+	110	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	chr1	209432166	209432187	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-3p	chr1	209432203	209432223	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4260	chr1	209623444	209623510	-	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4260	chr1	209623482	209623500	-	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3122	chr1	212077613	212077685	+	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	chr1	212077622	212077643	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-215	chr1	220117853	220117962	-	110	0	1	0	1	3	0	2	0	0	0	0	0
hsa-miR-215-5p	chr1	220117916	220117936	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-215-3p	chr1	220117877	220117899	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-194-1	chr1	220118157	220118241	-	85	0	0	0	0	0	0	0	7	0	0	0	0
hsa-miR-194-5p	chr1;chr11	220118206;64891404	220118227;64891425	-;-	44	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-664a	chr1	220200538	220200619	-	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-5p	chr1	220200586	220200609	-	24	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-3p	chr1	220200549	220200571	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-320b-2	chr1	224257040	224257110	-	71	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4742	chr1	224398227	224398311	-	85	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4742-5p	chr1	224398289	224398311	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4742-3p	chr1	224398227	224398249	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6741	chr1	225922080	225922142	-	63	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6741-5p	chr1	225922116	225922137	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6741-3p	chr1	225922080	225922101	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5008	chr1	227941590	227941683	-	94	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-5p	chr1	227941641	227941662	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-3p	chr1	227941610	227941630	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3620	chr1	228097263	228097341	+	79	0	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-3620-3p	chr1	228097320	228097341	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3620-5p	chr1	228097285	228097306	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6742	chr1	228397048	228397109	-	62	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6742-5p	chr1	228397083	228397104	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6742-3p	chr1	228397048	228397067	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4666a	chr1	228462074	228462152	+	79	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4666a-5p	chr1	228462083	228462103	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4666a-3p	chr1	228462125	228462145	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1182	chr1	231019828	231019924	-	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1182	chr1	231019841	231019863	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4427	chr1	233624152	233624219	+	68	1	1	1	0	2	0	0	0	1	0	0	0
hsa-miR-4427	chr1	233624195	233624215	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4671	chr1	234306467	234306539	+	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4671-5p	chr1	234306476	234306497	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4671-3p	chr1	234306512	234306532	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4753	chr1	235190034	235190116	-	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-5p	chr1	235190086	235190107	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-3p	chr1	235190040	235190061	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1537	chr1	235853000	235853060	-	61	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1537-3p	chr1	235853000	235853021	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1537-5p	chr1	235853037	235853058	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4428	chr1	237471119	237471191	+	73	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4428	chr1	237471164	237471185	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3123	chr1	241132272	241132346	+	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3123	chr1	241132320	241132336	+	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4677	chr1	243346176	243346255	+	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4677-5p	chr1	243346188	243346209	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4677-3p	chr1	243346225	243346246	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3916	chr1	247201967	247202060	-	94	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3916	chr1	247202016	247202041	-	26	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3124	chr1	248826377	248826443	+	67	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-5p	chr1	248826383	248826403	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-3p	chr1	248826418	248826439	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5699	chr10	641689	641778	-	90	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5699-3p	chr10	641699	641720	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5699-5p	chr10	641748	641769	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6072	chr10	2076019	2076089	-	71	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6072	chr10	2076031	2076052	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6078	chr10	3991160	3991259	+	100	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6078	chr10	3991178	3991196	+	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3155a	chr10	6152196	6152277	+	82	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155a	chr10	6152247	6152267	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3155b	chr10	6152207	6152262	-	56	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155b	chr10	6152209	6152226	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548ak	chr10	12130760	12130816	-	57	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ak	chr10	12130792	12130812	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4480	chr10	12578753	12578823	+	71	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4480	chr10	12578796	12578816	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4481	chr10	12653138	12653197	-	60	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4481	chr10	12653181	12653197	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548q	chr10	12725254	12725353	-	100	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548q	chr10	12725325	12725346	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4293	chr10	14383200	14383277	-	78	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4293	chr10	14383210	14383226	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1265	chr10	14436576	14436661	+	86	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1265	chr10	14436589	14436610	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-511	chr10	17845107	17845193	+	87	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-511-5p	chr10	17845122	17845142	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-511-3p	chr10	17845160	17845179	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4675	chr10	20551970	20552046	+	77	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4675	chr10	20552015	20552036	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1915	chr10	21496562	21496641	-	80	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1915-5p	chr10	21496609	21496630	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1915-3p	chr10	21496576	21496595	-	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-603	chr10	24275685	24275781	+	97	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-603	chr10	24275745	24275766	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-8086	chr10	28289258	28289350	-	93	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8086	chr10	28289319	28289340	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-604	chr10	29545004	29545097	-	94	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-604	chr10	29545019	29545037	-	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-938	chr10	29602264	29602346	-	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-938	chr10	29602311	29602332	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7162	chr10	30368597	30368665	-	69	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7162-5p	chr10	30368648	30368665	-	18	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7162-3p	chr10	30368597	30368615	-	19	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3611	chr10	35079598	35079680	-	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3611	chr10	35079609	35079629	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4683	chr10	35641172	35641252	-	81	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4683	chr10	35641181	35641203	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5100	chr10	42997563	42997681	+	119	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-5100	chr10	42997630	42997651	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3156-1	chr10	45164014	45164088	+	75	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-5p	chr10;chr18;chr21	45164021;14830174;13406431	45164042;14830195;13406452	+;+;-	66	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3156-3p	chr10;chr18	45164062;14830215	45164082;14830235	+;+	42	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4294	chr10	48985512	48985587	-	76	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4294	chr10	48985561	48985577	-	17	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-605	chr10	51299573	51299655	+	83	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-605-5p	chr10	51299588	51299610	+	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-605-3p	chr10	51299623	51299644	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-548f-1	chr10	54607874	54607957	-	84	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-3p	chr10;chr2;chr5;chr7;chrX	54607889;212426284;110513844;147378041;32641490	54607907;212426302;110513862;147378059;32641508	-;-;-;-;-	95	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-5p	chr10	54607926	54607947	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3924	chr10	57304479	57304559	-	81	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3924	chr10	57304489	57304510	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1296	chr10	63372957	63373048	-	92	0	0	0	0	0	1	0	0	2	0	0	0
hsa-miR-1296-5p	chr10	63373012	63373033	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1296-3p	chr10	63372969	63372990	-	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7151	chr10	67403351	67403410	-	60	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7151-5p	chr10	67403388	67403410	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7151-3p	chr10	67403351	67403371	-	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-7152	chr10	71790747	71790800	+	54	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-5p	chr10	71790747	71790768	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-3p	chr10	71790781	71790800	+	20	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4676	chr10	72721029	72721100	+	72	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4676-5p	chr10	72721038	72721058	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4676-3p	chr10	72721072	72721093	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-606	chr10	75552458	75552553	+	96	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-606	chr10	75552518	75552538	+	21	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-346	chr10	86264694	86264788	-	95	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-346	chr10	86264747	86264769	-	23	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4678	chr10	87503881	87503954	+	74	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4678	chr10	87503890	87503911	+	22	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4679-2	chr10	89063335	89063411	-	77	0	0	0	0	0	0	0	0	0	0	0	0
